kk;pv;h;;"Ulkoilma
lämpöt.
°C";"Ulkoilma
absol.
kosteus
g/kg";"Ulkoilma
suht.
kosteus
%";"Ulkoilma
entalpia
kJ/kg";"Lämmitys
tiloissa
W";"Lämmitys
IV-kone
W";"Lämmitys
IV-kone
(ei LTO:ta)
W";"Jäähdytys
tiloissa
W";"Jäähdytys
tiloissa
(ei vapaajäähd.)
W";"Jäähdytys
IV-kone
W";"Puhallin-
sähkö
W";"Tuloilma-
virta
m³/s";IV-pyörimisnopeus
4;13;24;pe;-8,9;1,3;67,7;-5,724;31819;0;0;0;0;0;1352;0,9;75
4;14;1;la;-10;1,3;73,9;-6,833;35087;0;0;0;0;0;1352;0,9;75
4;14;2;la;-10,6;1,3;77,6;-7,438;37383;0;0;0;0;0;1352;0,9;75
4;14;3;la;-11,1;1,2;74,6;-8,19;39598;0;0;0;0;0;1352;0,9;75
4;14;4;la;-12,2;1,2;81,6;-9,299;42706;0;0;0;0;0;1352;0,9;75
4;14;5;la;-12,8;1,1;78,6;-10,152;44983;0;0;0;0;0;1352;0,9;75
4;14;6;la;-12,2;1,2;81,6;-9,299;45204;0;0;0;0;0;1352;0,9;75
4;14;7;la;-10;1,4;79,6;-6,584;42191;0;0;0;0;0;1352;0,9;75
4;14;8;la;-7,2;1,6;72,9;-3,263;37004;0;0;0;0;0;1352;0,9;75
4;14;9;la;-4,4;1,9;69,7;0,31;31580;0;0;0;0;0;1352;0,9;75
4;14;10;la;-3,3;1,9;64,1;1,421;28653;0;0;0;0;0;1352;0,9;75
4;14;11;la;-2,2;2;62,1;2,781;25099;0;0;0;0;0;1352;0,9;75
4;14;12;la;-1,7;2;59,8;3,286;21386;0;0;0;0;0;1352;0,9;75
4;14;13;la;0;2;52,7;5,002;15526;0;0;0;0;0;1352;0,9;75
4;14;14;la;1,1;2;48,7;6,113;10463;0;0;0;0;0;1352;0,9;75
4;14;15;la;2,2;2;44,9;7,223;9556;0;0;0;0;0;1352;0,9;75
4;14;16;la;2,8;2;43,1;7,829;9537;0;0;0;0;0;1352;0,9;75
4;14;17;la;3,3;2,1;43,6;8,585;9388;0;0;0;0;0;1352;0,9;75
4;14;18;la;2,8;2;43,1;7,829;10872;0;0;0;0;0;1352;0,9;75
4;14;19;la;2,2;2;44,9;7,223;12413;0;0;0;0;0;1352;0,9;75
4;14;20;la;2,2;2,1;47,2;7,474;13504;0;0;0;0;0;1352;0,9;75
4;14;21;la;1,7;2,1;48,9;6,969;15865;0;0;0;0;0;1352;0,9;75
4;14;22;la;1,1;2;48,7;6,113;17651;0;0;0;0;0;1352;0,9;75
4;14;23;la;0;2;52,7;5,002;20307;0;0;0;0;0;1352;0,9;75
4;14;24;la;-0,6;2;55,1;4,396;22105;0;0;0;0;0;1352;0,9;75
4;15;1;su;-1,7;1,9;56,8;3,036;24759;0;0;0;0;0;1352;0,9;75
4;15;2;su;-2,2;1,9;59;2,531;26548;0;0;0;0;0;1352;0,9;75
4;15;3;su;-3,3;1,9;64,1;1,421;29082;0;0;0;0;0;1352;0,9;75
4;15;4;su;-3,9;1,9;67,1;0,815;30880;0;0;0;0;0;1352;0,9;75
4;15;5;su;-4,4;1,8;66;0,061;32614;0;0;0;0;0;1352;0,9;75
4;15;6;su;-3,3;2,1;70,8;1,919;31577;0;0;0;0;0;1352;0,9;75
4;15;7;su;-2,8;2,2;71,4;2,674;31009;0;0;0;0;0;1352;0,9;75
4;15;8;su;-2,2;2,2;68,3;3,28;30409;0;0;0;0;0;1352;0,9;75
4;15;9;su;-1,7;2,3;68,8;4,035;29357;0;0;0;0;0;1352;0,9;75
4;15;10;su;-0,6;2,4;66,1;5,396;26966;0;0;0;0;0;1352;0,9;75
4;15;11;su;0,6;2,4;60,5;6,609;24088;0;0;0;0;0;1352;0,9;75
4;15;12;su;1,7;2,4;55,9;7,72;19751;0;0;0;0;0;1352;0,9;75
4;15;13;su;2,2;2,3;51,7;7,975;16362;0;0;0;0;0;1352;0,9;75
4;15;14;su;2,8;2,3;49,5;8,581;15030;0;0;0;0;0;1352;0,9;75
4;15;15;su;3,3;2,3;47,7;9,086;15142;0;0;0;0;0;1352;0,9;75
4;15;16;su;3,9;2,6;51,7;10,445;14658;0;0;0;0;0;1352;0,9;75
4;15;17;su;4,4;2,9;55,6;11,703;14220;0;0;0;0;0;1352;0,9;75
4;15;18;su;3,3;2,9;60,1;10,59;16404;0;0;0;0;0;1352;0,9;75
4;15;19;su;2,8;3;64,5;10,335;17956;0;0;0;0;0;1352;0,9;75
4;15;20;su;2,8;3,1;66,6;10,586;18603;0;0;0;0;0;1352;0,9;75
4;15;21;su;2,2;3,2;71,8;10,229;20200;0;0;0;0;0;1352;0,9;75
4;15;22;su;1,7;3,4;79;10,224;21643;0;0;0;0;0;1352;0,9;75
4;15;23;su;1,1;3,6;87,4;10,118;23089;0;0;0;0;0;1352;0,9;75
4;15;24;su;0,6;3,7;93,1;9,861;24541;0;0;0;0;0;1352;0,9;75
4;16;1;ma;1,1;3,7;89,8;10,368;24168;0;0;0;0;0;1352;0,9;75
4;16;2;ma;1,1;3,6;87,4;10,118;24584;0;0;0;0;0;1352;0,9;75
4;16;3;ma;1,7;3,5;81,4;10,475;24121;0;0;0;0;0;1352;0,9;75
4;16;4;ma;1,7;3,5;81,4;10,475;24487;0;0;0;0;0;1352;0,9;75
4;16;5;ma;1,7;3,5;81,4;10,475;24882;0;0;0;0;0;1352;0,9;75
4;16;6;ma;1,7;3,6;83,7;10,725;25181;0;0;0;0;0;1352;0,9;75
4;16;7;ma;2,2;3,6;80,7;11,231;24164;0;0;0;0;0;1352;0,9;75
4;16;8;ma;2,8;3,7;79,4;12,09;22703;0;0;0;0;0;1352;0,9;75
4;16;9;ma;2,2;3,6;80,7;11,231;23975;0;0;0;0;0;1352;0,9;75
4;16;10;ma;1,7;3,8;88,3;11,226;24763;0;0;0;0;0;1352;0,9;75
4;16;11;ma;1,7;4;92,9;11,727;24352;0;0;0;0;0;1352;0,9;75
4;16;12;ma;1,1;4,2;100;11,619;24510;0;0;0;0;0;1352;0,9;75
4;16;13;ma;1,7;4,2;97,5;12,228;23224;0;0;0;0;0;1352;0,9;75
4;16;14;ma;1,7;4,2;97,5;12,228;22671;0;0;0;0;0;1352;0,9;75
4;16;15;ma;2,2;4,2;94,1;12,734;21538;0;0;0;0;0;1352;0,9;75
4;16;16;ma;2,2;4,2;94,1;12,734;22018;0;0;0;0;0;1352;0,9;75
4;16;17;ma;2,2;4,1;91,8;12,484;22017;0;0;0;0;0;1352;0,9;75
4;16;18;ma;2,2;4,1;91,8;12,484;22247;0;0;0;0;0;1352;0,9;75
4;16;19;ma;2,2;4;89,6;12,233;22284;0;0;0;0;0;1352;0,9;75
4;16;20;ma;2,2;4;89,6;12,233;22432;0;0;0;0;0;1352;0,9;75
4;16;21;ma;2,2;4;89,6;12,233;23333;0;0;0;0;0;1352;0,9;75
4;16;22;ma;2,2;4;89,6;12,233;23691;0;0;0;0;0;1352;0,9;75
4;16;23;ma;2,2;3,9;87,4;11,983;24019;0;0;0;0;0;1352;0,9;75
4;16;24;ma;2,2;3,9;87,4;11,983;24329;0;0;0;0;0;1352;0,9;75
4;17;1;ti;1,7;3,8;88,3;11,226;25535;0;0;0;0;0;1352;0,9;75
4;17;2;ti;1,7;3,7;86;10,976;25879;0;0;0;0;0;1352;0,9;75
4;17;3;ti;1,1;3,6;87,4;10,118;27073;0;0;0;0;0;1352;0,9;75
4;17;4;ti;0,6;3,5;88,1;9,361;28318;0;0;0;0;0;1352;0,9;75
4;17;5;ti;0,6;3,4;85,6;9,111;28665;0;0;0;0;0;1352;0,9;75
4;17;6;ti;0;3,4;89,5;8,503;29718;0;0;0;0;0;1352;0,9;75
4;17;7;ti;0,6;3,4;85,6;9,111;28555;0;0;0;0;0;1352;0,9;75
4;17;8;ti;0,6;3,4;85,6;9,111;27340;0;0;0;0;0;1352;0,9;75
4;17;9;ti;1,1;3,5;85;9,867;23748;0;0;0;0;0;1352;0,9;75
4;17;10;ti;2,8;3,5;75,2;11,588;17287;0;0;0;0;0;1352;0,9;75
4;17;11;ti;3,9;3,4;67,5;12,451;11146;0;0;0;0;0;1352;0,9;75
4;17;12;ti;5;3,3;60,6;13,314;5117;0;0;0;0;0;1352;0,9;75
4;17;13;ti;6,1;3,2;54,5;14,176;1732;0;0;0;0;0;1352;0,9;75
4;17;14;ti;6,7;3;49;14,28;550;0;0;0;0;0;1352;0,9;75
4;17;15;ti;7,2;2,9;45,7;14,535;0;0;0;0;0;0;1352;0,9;75
4;17;16;ti;7,8;2,9;43,9;15,142;0;0;0;0;0;0;1352;0,9;75
4;17;17;ti;7,2;2,8;44,2;14,283;0;0;0;0;0;0;1352;0,9;75
4;17;18;ti;7,2;2,7;42,6;14,032;0;0;0;0;0;0;1352;0,9;75
4;17;19;ti;5,6;2,6;45,9;12,163;1259;0;0;0;0;0;1352;0,9;75
4;17;20;ti;3,9;2,5;49,7;10,194;2722;0;0;0;0;0;1352;0,9;75
4;17;21;ti;2,2;2,4;53,9;8,225;4419;0;0;0;0;0;1352;0,9;75
4;17;22;ti;0,6;2,6;65,6;7,109;5839;0;0;0;0;0;1352;0,9;75
4;17;23;ti;-1,1;2,6;74,3;5,391;12291;0;0;0;0;0;1352;0,9;75
4;17;24;ti;-2,8;2,5;81,1;3,423;16267;0;0;0;0;0;1352;0,9;75
4;18;1;ke;-3,3;2,6;87,6;3,167;18629;0;0;0;0;0;1352;0,9;75
4;18;2;ke;-2,8;2,8;90,8;4,171;19149;0;0;0;0;0;1352;0,9;75
4;18;3;ke;-2,2;3;93;5,278;19429;0;0;0;0;0;1352;0,9;75
4;18;4;ke;-0,6;3,2;88;7,396;17864;0;0;0;0;0;1352;0,9;75
4;18;5;ke;1,1;3,3;80,1;9,367;16096;0;0;0;0;0;1352;0,9;75
4;18;6;ke;2,2;3,4;76,2;10,73;15123;0;0;0;0;0;1352;0,9;75
4;18;7;ke;2,2;3,6;80,7;11,231;15907;0;0;0;0;0;1352;0,9;75
4;18;8;ke;2,2;3,9;87,4;11,983;16559;0;0;0;0;0;1352;0,9;75
4;18;9;ke;1,7;4;92,9;11,727;18088;0;0;0;0;0;1352;0,9;75
4;18;10;ke;1,7;4,1;95,2;11,977;18293;0;0;0;0;0;1352;0,9;75
4;18;11;ke;2,2;4,2;94,1;12,734;17719;0;0;0;0;0;1352;0,9;75
4;18;12;ke;2,2;4,3;96,3;12,985;18335;0;0;0;0;0;1352;0,9;75
4;18;13;ke;2,8;4,4;94,4;13,844;17905;0;0;0;0;0;1352;0,9;75
4;18;14;ke;2,8;4,5;96,5;14,095;17653;0;0;0;0;0;1352;0,9;75
4;18;15;ke;3,3;4,6;95,1;14,852;16523;0;0;0;0;0;1352;0,9;75
4;18;16;ke;4,4;4,6;88;15,968;12582;0;0;0;0;0;1352;0,9;75
4;18;17;ke;5;4,5;82,5;16,326;10014;0;0;0;0;0;1352;0,9;75
4;18;18;ke;6,1;4,4;74,7;17,191;8730;0;0;0;0;0;1352;0,9;75
4;18;19;ke;6,7;4,4;71,7;17,799;8047;0;0;0;0;0;1352;0,9;75
4;18;20;ke;6,7;4,5;73,3;18,05;8275;0;0;0;0;0;1352;0,9;75
4;18;21;ke;6,7;4,4;71,7;17,799;10006;0;0;0;0;0;1352;0,9;75
4;18;22;ke;6,7;4,5;73,3;18,05;10477;0;0;0;0;0;1352;0,9;75
4;18;23;ke;6,1;4,5;76,4;17,442;11782;0;0;0;0;0;1352;0,9;75
4;18;24;ke;6,1;4,6;78,1;17,693;12215;0;0;0;0;0;1352;0,9;75
4;19;1;to;5,6;4,7;82,6;17,437;13495;0;0;0;0;0;1352;0,9;75
4;19;2;to;5;4,7;86,2;16,828;14818;0;0;0;0;0;1352;0,9;75
4;19;3;to;4,4;4,8;91,8;16,47;16153;0;0;0;0;0;1352;0,9;75
4;19;4;to;4,4;4,8;91,8;16,47;16601;0;0;0;0;0;1352;0,9;75
4;19;5;to;4,4;4,9;93,7;16,721;17000;0;0;0;0;0;1352;0,9;75
4;19;6;to;4,4;4,9;93,7;16,721;17387;0;0;0;0;0;1352;0,9;75
4;19;7;to;3,9;4,5;89,2;15,21;18425;0;0;0;0;0;1352;0,9;75
4;19;8;to;3,9;4,2;83,3;14,458;17997;0;0;0;0;0;1352;0,9;75
4;19;9;to;3,3;3,9;80,8;13,098;18189;0;0;0;0;0;1352;0,9;75
4;19;10;to;3,3;3,9;80,8;13,098;17604;0;0;0;0;0;1352;0,9;75
4;19;11;to;3,9;4;79,4;13,956;14737;0;0;0;0;0;1352;0,9;75
4;19;12;to;3,9;4,2;83,3;14,458;13716;0;0;0;0;0;1352;0,9;75
4;19;13;to;5;4,1;75,2;15,322;8454;0;0;0;0;0;1352;0,9;75
4;19;14;to;6,1;3,9;66,3;15,935;4468;0;0;0;0;0;1352;0,9;75
4;19;15;to;6,7;3,7;60,3;16,04;1632;0;0;0;0;0;1352;0,9;75
4;19;16;to;7,2;3,7;58,3;16,546;667;0;0;0;0;0;1352;0,9;75
4;19;17;to;7,8;3,6;54,4;16,902;251;0;0;0;0;0;1352;0,9;75
4;19;18;to;7,8;3,3;49,9;16,148;679;0;0;0;0;0;1352;0,9;75
4;19;19;to;7,2;3,4;53,6;15,792;1319;0;0;0;0;0;1352;0,9;75
4;19;20;to;6,7;3,4;55,5;15,286;2032;0;0;0;0;0;1352;0,9;75
4;19;21;to;5,6;3,4;59,9;14,172;5744;0;0;0;0;0;1352;0,9;75
4;19;22;to;5,6;3,6;63,4;14,674;6574;0;0;0;0;0;1352;0,9;75
4;19;23;to;5;3,6;66,1;14,067;8206;0;0;0;0;0;1352;0,9;75
4;19;24;to;4,4;3,8;72,8;13,961;9878;0;0;0;0;0;1352;0,9;75
4;20;1;pe;3,9;3,7;73,4;13,204;11564;0;0;0;0;0;1352;0,9;75
4;20;2;pe;3,3;3,6;74,6;12,345;13252;0;0;0;0;0;1352;0,9;75
4;20;3;pe;2,8;3,6;77,3;11,839;14937;0;0;0;0;0;1352;0,9;75
4;20;4;pe;2,8;3,6;77,3;11,839;15704;0;0;0;0;0;1352;0,9;75
4;20;5;pe;2,2;3,6;80,7;11,231;17307;0;0;0;0;0;1352;0,9;75
4;20;6;pe;2,2;3,6;80,7;11,231;17997;0;0;0;0;0;1352;0,9;75
4;20;7;pe;2,2;3,6;80,7;11,231;18355;0;0;0;0;0;1352;0,9;75
4;20;8;pe;2,2;3,6;80,7;11,231;18563;0;0;0;0;0;1352;0,9;75
4;20;9;pe;2,2;3,6;80,7;11,231;18479;0;0;0;0;0;1352;0,9;75
4;20;10;pe;2,8;3,6;77,3;11,839;17000;0;0;0;0;0;1352;0,9;75
4;20;11;pe;3,3;3,5;72,5;12,095;13262;0;0;0;0;0;1352;0,9;75
4;20;12;pe;4,4;3,5;67,1;13,208;8139;0;0;0;0;0;1352;0,9;75
4;20;13;pe;5;3,5;64,3;13,816;2052;0;0;0;0;0;1352;0,9;75
4;20;14;pe;5,6;3,4;59,9;14,172;594;0;0;0;0;0;1352;0,9;75
4;20;15;pe;6,1;3,3;56,1;14,427;0;0;0;0;0;0;1352;0,9;75
4;20;16;pe;6,7;3,4;55,5;15,286;0;0;0;0;0;0;1352;0,9;75
4;20;17;pe;7,8;3,6;54,4;16,902;0;0;0;0;0;0;1352;0,9;75
4;20;18;pe;6,7;3,2;52,2;14,783;0;0;0;0;0;0;1352;0,9;75
4;20;19;pe;5,6;3,2;56,4;13,67;405;0;0;0;0;0;1352;0,9;75
4;20;20;pe;4,4;3,1;59,4;12,205;1432;0;0;0;0;0;1352;0,9;75
4;20;21;pe;3,3;3;62,2;10,841;2830;0;0;0;0;0;1352;0,9;75
4;20;22;pe;1,7;3;69,8;9,223;4205;0;0;0;0;0;1352;0,9;75
4;20;23;pe;-0,6;3;82,6;6,896;10723;0;0;0;0;0;1352;0,9;75
4;20;24;pe;-2,2;2,8;86,8;4,778;14842;0;0;0;0;0;1352;0,9;75
4;21;1;la;-2,2;2,9;89,9;5,028;16266;0;0;0;0;0;1352;0,9;75
4;21;2;la;-2,8;2,9;94;4,421;18401;0;0;0;0;0;1352;0,9;75
4;21;3;la;-2,8;2,9;94;4,421;19595;0;0;0;0;0;1352;0,9;75
4;21;4;la;-3,3;2,9;97,6;3,915;21670;0;0;0;0;0;1352;0,9;75
4;21;5;la;-3,3;2,8;94,3;3,666;22900;0;0;0;0;0;1352;0,9;75
4;21;6;la;-3,9;2,8;98,7;3,059;24632;0;0;0;0;0;1352;0,9;75
4;21;7;la;-1,7;3;89,6;5,783;21596;0;0;0;0;0;1352;0,9;75
4;21;8;la;0,6;3,3;83,1;8,861;17131;0;0;0;0;0;1352;0,9;75
4;21;9;la;2,8;3,5;75,2;11,588;11168;0;0;0;0;0;1352;0,9;75
4;21;10;la;5;3,6;66,1;14,067;4494;0;0;0;0;0;1352;0,9;75
4;21;11;la;7,2;3,6;56,7;16,295;580;0;0;0;0;0;1352;0,9;75
4;21;12;la;9,4;3,5;47,5;18,271;0;0;0;0;0;0;1352;0,9;75
4;21;13;la;11,1;3,7;44,7;20,496;0;0;0;0;0;0;1352;0,9;75
4;21;14;la;12,8;3,8;41;22,471;0;0;0;0;0;0;1352;0,9;75
4;21;15;la;14,4;3,9;37,9;24,344;0;0;0;0;0;0;1352;0,9;75
4;21;16;la;14,4;4,1;39,9;24,85;0;0;0;0;0;0;1352;0,9;75
4;21;17;la;13,9;3,9;39,2;23,838;0;0;0;0;0;0;1352;0,9;75
4;21;18;la;12,8;3,8;41;22,471;0;0;0;0;0;0;1352;0,9;75
4;21;19;la;11,7;3,8;44,1;21,356;0;0;0;0;0;0;1352;0,9;75
4;21;20;la;10;3,8;49,4;19,634;0;0;0;0;0;0;1352;0,9;75
4;21;21;la;8,3;3,8;55,5;17,912;0;0;0;0;0;0;1352;0,9;75
4;21;22;la;7,2;4;63;17,3;0;0;0;0;0;0;1352;0,9;75
4;21;23;la;5,6;4,1;72,1;15,93;0;0;0;0;0;0;1352;0,9;75
4;21;24;la;4,4;4,1;78,5;14,714;524;0;0;0;0;0;1352;0,9;75
4;22;1;su;3,3;4;82,8;13,348;1652;0;0;0;0;0;1352;0,9;75
4;22;2;su;1,7;3,9;90,6;11,476;3149;0;0;0;0;0;1352;0,9;75
4;22;3;su;0,6;3,8;95,6;10,112;4303;0;0;0;0;0;1352;0,9;75
4;22;4;su;1,1;3,9;94,6;10,868;4330;0;0;0;0;0;1352;0,9;75
4;22;5;su;1,7;4;92,9;11,727;4290;0;0;0;0;0;1352;0,9;75
4;22;6;su;1,7;4;92,9;11,727;5300;0;0;0;0;0;1352;0,9;75
4;22;7;su;2,8;4,1;88;13,092;4563;0;0;0;0;0;1352;0,9;75
4;22;8;su;3,3;4,1;84,9;13,599;3393;0;0;0;0;0;1352;0,9;75
4;22;9;su;3,9;4,1;81,3;14,207;2581;0;0;0;0;0;1352;0,9;75
4;22;10;su;5,6;3,9;68,6;15,428;720;0;0;0;0;0;1352;0,9;75
4;22;11;su;6,7;3,8;62;16,291;0;0;0;0;0;0;1352;0,9;75
4;22;12;su;8,3;3,5;51,1;17,157;0;0;0;0;0;0;1352;0,9;75
4;22;13;su;8,3;3,4;49,7;16,905;0;0;0;0;0;0;1352;0,9;75
4;22;14;su;8,3;3,4;49,7;16,905;0;0;0;0;0;0;1352;0,9;75
4;22;15;su;8,3;3,3;48,2;16,654;0;0;0;0;0;0;1352;0,9;75
4;22;16;su;9,4;3,4;46,1;18,019;0;0;0;0;0;0;1352;0,9;75
4;22;17;su;10,6;3,5;43,8;19,486;0;0;0;0;0;0;1352;0,9;75
4;22;18;su;10;3,3;43;18,374;0;0;0;0;0;0;1352;0,9;75
4;22;19;su;8,9;3,2;44,9;17,009;0;0;0;0;0;0;1352;0,9;75
4;22;20;su;8,3;3,1;45,3;16,151;0;0;0;0;0;0;1352;0,9;75
4;22;21;su;7,2;3,1;48,9;15,038;0;0;0;0;0;0;1352;0,9;75
4;22;22;su;6,7;3,3;53,9;15,034;0;0;0;0;0;0;1352;0,9;75
4;22;23;su;5,6;3,6;63,4;14,674;0;0;0;0;0;0;1352;0,9;75
4;22;24;su;5;3,8;69,8;14,569;497;0;0;0;0;0;1352;0,9;75
4;23;1;ma;4,4;4;76,6;14,463;1211;0;0;0;0;0;1352;0,9;75
4;23;2;ma;3,9;4,2;83,3;14,458;1923;0;0;0;0;0;1352;0,9;75
4;23;3;ma;3,3;4,4;91;14,351;2630;0;0;0;0;0;1352;0,9;75
4;23;4;ma;3,3;4,4;91;14,351;2965;0;0;0;0;0;1352;0,9;75
4;23;5;ma;2,8;4,4;94,4;13,844;3643;0;0;0;0;0;1352;0,9;75
4;23;6;ma;2,8;4,5;96,5;14,095;3905;0;0;0;0;0;1352;0,9;75
4;23;7;ma;3,3;4,5;93,1;14,602;3648;0;0;0;0;0;1352;0,9;75
4;23;8;ma;3,9;4,6;91,2;15,461;3295;0;0;0;0;0;1352;0,9;75
4;23;9;ma;4,4;4,7;89,9;16,219;2811;0;0;0;0;0;1352;0,9;75
4;23;10;ma;5;4,6;84,4;16,577;2164;0;0;0;0;0;1352;0,9;75
4;23;11;ma;5,6;4,4;77,4;16,684;864;0;0;0;0;0;1352;0,9;75
4;23;12;ma;6,1;4,3;73;16,939;353;0;0;0;0;0;1352;0,9;75
4;23;13;ma;6,7;4,2;68,4;17,296;0;0;0;0;0;0;1352;0,9;75
4;23;14;ma;6,7;4;65,2;16,794;93;0;0;0;0;0;1352;0,9;75
4;23;15;ma;7,2;3,9;61,4;17,049;0;0;0;0;0;0;1352;0,9;75
4;23;16;ma;8,9;4,3;60,2;19,778;0;0;0;0;0;0;1352;0,9;75
4;23;17;ma;7,8;4;60,4;17,909;0;0;0;0;0;0;1352;0,9;75
4;23;18;ma;7,2;3,7;58,3;16,546;0;0;0;0;0;0;1352;0,9;75
4;23;19;ma;5,6;4,1;72,1;15,93;1176;0;0;0;0;0;1352;0,9;75
4;23;20;ma;4,4;4,3;82,3;15,216;2121;0;0;0;0;0;1352;0,9;75
4;23;21;ma;3,3;4,5;93,1;14,602;3142;0;0;0;0;0;1352;0,9;75
4;23;22;ma;2,8;4,3;92,2;13,593;3870;0;0;0;0;0;1352;0,9;75
4;23;23;ma;2,8;4,2;90,1;13,343;4961;0;0;0;0;0;1352;0,9;75
4;23;24;ma;2,2;4;89,6;12,233;7418;0;0;0;0;0;1352;0,9;75
4;24;1;ti;1,7;3,9;90,6;11,476;9554;0;0;0;0;0;1352;0,9;75
4;24;2;ti;1,7;3,9;90,6;11,476;10761;0;0;0;0;0;1352;0,9;75
4;24;3;ti;1,1;3,9;94,6;10,868;12781;0;0;0;0;0;1352;0,9;75
4;24;4;ti;1,1;3,8;92,2;10,618;13916;0;0;0;0;0;1352;0,9;75
4;24;5;ti;0,6;3,7;93,1;9,861;15860;0;0;0;0;0;1352;0,9;75
4;24;6;ti;1,1;3,7;89,8;10,368;15887;0;0;0;0;0;1352;0,9;75
4;24;7;ti;1,1;3,5;85;9,867;16325;0;0;0;0;0;1352;0,9;75
4;24;8;ti;1,1;3,2;77,7;9,116;16334;0;0;0;0;0;1352;0,9;75
4;24;9;ti;1,1;3;72,9;8,616;15428;0;0;0;0;0;1352;0,9;75
4;24;10;ti;1,7;2,8;65,2;8,722;13157;0;0;0;0;0;1352;0,9;75
4;24;11;ti;1,7;2,6;60,5;8,221;10324;0;0;0;0;0;1352;0,9;75
4;24;12;ti;2,2;2,3;51,7;7,975;3848;0;0;0;0;0;1352;0,9;75
4;24;13;ti;2,8;2,2;47,3;8,33;2149;0;0;0;0;0;1352;0,9;75
4;24;14;ti;2,8;2,1;45,2;8,08;1337;0;0;0;0;0;1352;0,9;75
4;24;15;ti;3,3;2;41,5;8,334;417;0;0;0;0;0;1352;0,9;75
4;24;16;ti;3,9;2,1;41,8;9,191;52;0;0;0;0;0;1352;0,9;75
4;24;17;ti;3,3;2;41,5;8,334;168;0;0;0;0;0;1352;0,9;75
4;24;18;ti;3,3;2;41,5;8,334;1195;0;0;0;0;0;1352;0,9;75
4;24;19;ti;2,8;2;43,1;7,829;1589;0;0;0;0;0;1352;0,9;75
4;24;20;ti;1,7;2;46,6;6,718;2184;0;0;0;0;0;1352;0,9;75
4;24;21;ti;1,1;2;48,7;6,113;3422;0;0;0;0;0;1352;0,9;75
4;24;22;ti;0;2,1;55,4;5,252;4806;0;0;0;0;0;1352;0,9;75
4;24;23;ti;-1,7;2,1;62,8;3,535;9371;0;0;0;0;0;1352;0,9;75
4;24;24;ti;-3,3;2,2;74,2;2,169;13657;0;0;0;0;0;1352;0,9;75
4;25;1;ke;-2,2;2,2;68,3;3,28;13620;0;0;0;0;0;1352;0,9;75
4;25;2;ke;-1,7;2,3;68,8;4,035;14037;0;0;0;0;0;1352;0,9;75
4;25;3;ke;-0,6;2,3;63,4;5,146;13557;0;0;0;0;0;1352;0,9;75
4;25;4;ke;-0,6;2,3;63,4;5,146;14757;0;0;0;0;0;1352;0,9;75
4;25;5;ke;-0,6;2,3;63,4;5,146;16015;0;0;0;0;0;1352;0,9;75
4;25;6;ke;-0,6;2,4;66,1;5,396;17016;0;0;0;0;0;1352;0,9;75
4;25;7;ke;0,6;2,4;60,5;6,609;15755;0;0;0;0;0;1352;0,9;75
4;25;8;ke;1,1;2,5;60,8;7,364;14985;0;0;0;0;0;1352;0,9;75
4;25;9;ke;2,2;2,6;58,4;8,726;13410;0;0;0;0;0;1352;0,9;75
4;25;10;ke;3,3;2,9;60,1;10,59;9775;0;0;0;0;0;1352;0,9;75
4;25;11;ke;4,4;3,2;61,4;12,456;6800;0;0;0;0;0;1352;0,9;75
4;25;12;ke;6,1;3,5;59,5;14,93;1630;0;0;0;0;0;1352;0,9;75
4;25;13;ke;7,2;3,5;55,2;16,043;0;0;0;0;0;0;1352;0,9;75
4;25;14;ke;7,8;3,6;54,4;16,902;0;0;0;0;0;0;1352;0,9;75
4;25;15;ke;8,9;3,6;50,5;18,016;0;0;0;0;0;0;1352;0,9;75
4;25;16;ke;10;3,7;48,2;19,382;0;0;0;0;0;0;1352;0,9;75
4;25;17;ke;9,4;3,4;46,1;18,019;0;0;0;0;0;0;1352;0,9;75
4;25;18;ke;8,9;3,2;44,9;17,009;0;0;0;0;0;0;1352;0,9;75
4;25;19;ke;8,3;3,2;46,8;16,402;0;0;0;0;0;0;1352;0,9;75
4;25;20;ke;7,2;3,1;48,9;15,038;0;0;0;0;0;0;1352;0,9;75
4;25;21;ke;6,7;3,1;50,6;14,532;0;0;0;0;0;0;1352;0,9;75
4;25;22;ke;3,9;3,1;61,6;11,699;1452;0;0;0;0;0;1352;0,9;75
4;25;23;ke;1,7;3;69,8;9,223;3314;0;0;0;0;0;1352;0,9;75
4;25;24;ke;-1,1;2,8;80;5,891;5557;0;0;0;0;0;1352;0,9;75
4;26;1;to;-1,7;2,7;80,7;5,034;9350;0;0;0;0;0;1352;0,9;75
4;26;2;to;-2,8;2,7;87,6;3,922;12780;0;0;0;0;0;1352;0,9;75
4;26;3;to;-3,3;2,6;87,6;3,167;15194;0;0;0;0;0;1352;0,9;75
4;26;4;to;-3,9;2,6;91,7;2,56;17658;0;0;0;0;0;1352;0,9;75
4;26;5;to;-4,4;2,5;91,6;1,806;20006;0;0;0;0;0;1352;0,9;75
4;26;6;to;-5;2,4;92;0,95;21857;0;0;0;0;0;1352;0,9;75
4;26;7;to;-2,8;2,7;87,6;3,922;19085;0;0;0;0;0;1352;0,9;75
4;26;8;to;0;2,9;76,4;7,253;13822;0;0;0;0;0;1352;0,9;75
4;26;9;to;2,2;3,1;69,5;9,979;7722;0;0;0;0;0;1352;0,9;75
